id,interior_design_concept,location_zip_code,startup_budget,business_profit_rate,average_review_ratings
2452,art gallery,95122,32873.31,57.5,0.13
2453,romantic,95140,59731.21,97.98,1.68
2454,minimalist,95126,62011.5,78.32,4.72
2455,industrial,95132,71709.87,5.21,1.48
2456,minimalist,95138,64678.59,47.47,4.41
2457,art gallery,95132,33405.58,32.15,1.28
2458,minimalist,95109,73916.57,69.87,1.36
2459,minimalist,95135,79808.81,37.1,1.65
2460,romantic,95136,55888.34,72.34,1.77
2461,industrial,95131,38336.24,50.88,2.81
2462,modern,95104,34197.42,39.23,3.61
2463,minimalist,95111,30443.13,53.17,4.14
2464,art gallery,95121,65288.3,74.12,4.08
2465,art gallery,95140,70000.93,15.72,3.13
2466,minimalist,95107,48239.12,41.14,3.87
2467,industrial,95127,38716.37,38.57,1.26
2468,vintage,95135,66718.47,59.31,1.0
2469,romantic,95101,68047.64,10.16,3.26
2470,industrial,95117,57238.77,28.45,1.24
2471,industrial,95122,68818.35,57.89,1.65
2472,art gallery,95104,76720.74,21.76,2.87
2473,art gallery,95106,48932.9,6.24,1.72
2474,art gallery,95131,77750.37,96.06,3.12
2475,minimalist,95136,41009.87,68.26,0.7
2476,minimalist,95112,42218.53,93.3,0.54
2477,romantic,95101,55012.59,46.41,1.22
2478,vintage,95110,75663.78,26.13,4.93
2479,vintage,95118,51184.52,11.49,0.93
2480,industrial,95103,52017.94,8.63,4.52
2481,vintage,95135,60465.45,18.85,0.12
2482,minimalist,95120,79423.35,60.23,1.23
2483,industrial,95106,37910.44,99.67,3.1
2484,industrial,95104,60225.63,23.88,0.62
2485,minimalist,95135,77806.05,15.04,2.28
2486,minimalist,95126,64475.91,67.16,0.94
2487,romantic,95121,79551.13,42.41,0.47
2488,modern,95138,44747.52,97.93,4.09
2489,modern,95129,35080.54,80.94,0.79
2490,industrial,95112,55669.68,85.77,3.2
2491,romantic,95138,77933.79,17.83,4.88
2492,modern,95129,32403.3,57.55,3.01
2493,art gallery,95139,70616.18,76.5,4.34
2494,art gallery,95126,37656.69,2.79,1.08
2495,romantic,95117,36749.02,77.07,1.97
2496,vintage,95102,62837.44,8.25,4.71
2497,modern,95110,71201.29,59.37,1.67
2498,romantic,95126,74585.31,88.84,3.76
2499,industrial,95117,77799.59,2.85,3.04
2500,modern,95118,62750.92,73.57,1.2
2501,art gallery,95131,68517.6,0.4,2.34
2502,modern,95106,58793.01,78.41,2.74
2503,modern,95131,38503.69,67.96,3.66
2504,vintage,95104,67974.53,44.56,1.28
2505,industrial,95122,64593.62,21.58,2.82
2506,romantic,95135,39811.23,33.16,1.3
2507,minimalist,95112,68885.41,69.7,4.27
2508,romantic,95134,51592.96,52.24,2.02
2509,romantic,95140,56209.92,25.36,3.74
2510,modern,95121,79261.93,83.04,3.91
2511,modern,95124,64126.31,8.41,2.3
2512,industrial,95108,48457.4,24.36,1.83
2513,art gallery,95122,52405.98,43.12,3.08
2514,romantic,95104,47969.35,82.72,2.37
2515,minimalist,95139,73086.5,91.27,4.25
2516,modern,95138,55086.8,92.76,1.02
2517,romantic,95121,35140.72,2.21,4.92
2518,vintage,95125,51089.32,50.34,1.58
2519,industrial,95103,48062.24,70.38,0.37
2520,art gallery,95103,39834.96,3.59,3.84
2521,vintage,95113,50449.6,82.91,0.48
2522,minimalist,95136,34792.31,96.83,4.14
2523,minimalist,95119,60325.57,9.26,4.93
2524,art gallery,95103,49029.43,33.5,4.64
2525,minimalist,95112,78913.82,14.79,3.41
2526,industrial,95104,55002.82,16.37,4.58
2527,minimalist,95138,49449.53,85.46,3.84
2528,vintage,95112,40903.38,80.17,4.21
2529,industrial,95124,60492.37,69.55,1.85
2530,industrial,95125,53099.97,4.08,2.5
2531,industrial,95110,40810.2,52.43,4.83
2532,vintage,95132,41949.96,62.78,2.69
2533,industrial,95129,50824.21,25.67,1.2
2534,industrial,95124,73780.38,89.76,0.79
2535,romantic,95110,41745.07,53.24,3.14
2536,minimalist,95111,57409.59,95.22,1.23
2537,art gallery,95128,42618.34,30.82,3.58
2538,art gallery,95108,72957.76,21.52,3.93
2539,vintage,95122,49542.64,93.06,0.07
2540,minimalist,95102,50862.18,21.4,0.73
2541,romantic,95122,30323.55,65.99,2.34
2542,modern,95106,52921.96,48.73,1.9
2543,romantic,95139,56485.44,89.1,1.46
2544,minimalist,95101,69585.21,92.32,4.86
2545,minimalist,95106,30728.91,32.15,3.17
2546,modern,95109,42257.43,69.81,1.02
2547,industrial,95105,49771.8,86.06,1.64
2548,minimalist,95116,67860.51,36.57,0.39
2549,art gallery,95140,42164.57,56.2,4.11
2550,vintage,95131,45648.9,98.48,3.3
2551,modern,95132,47009.98,95.49,4.62
2552,art gallery,95112,74118.88,33.79,2.98
2553,modern,95138,32466.82,8.28,1.16
2554,art gallery,95135,34643.98,56.48,4.02
2555,vintage,95117,79495.12,31.14,1.44
2556,industrial,95110,77573.6,90.08,0.29
2557,minimalist,95118,52715.23,70.12,4.68
2558,vintage,95131,41442.0,16.51,0.73
2559,vintage,95127,58788.62,63.62,4.22
2560,modern,95138,59081.47,66.24,4.28
2561,art gallery,95148,46458.67,25.88,1.65
2562,industrial,95132,38661.89,32.1,3.77
2563,minimalist,95110,70598.5,92.27,0.91
2564,minimalist,95131,39443.49,18.17,4.06
2565,romantic,95112,44982.8,76.11,2.28
2566,art gallery,95112,56889.06,88.73,3.95
2567,art gallery,95104,79687.97,35.31,4.65
2568,vintage,95106,66836.52,97.75,4.95
2569,minimalist,95148,58263.28,5.05,3.06
2570,romantic,95122,39722.61,37.43,0.93
2571,modern,95120,69068.01,40.88,1.91
2572,modern,95106,62641.69,85.54,3.84
2573,art gallery,95138,32957.45,22.09,1.37
2574,minimalist,95117,47160.15,59.67,0.55
2575,modern,95116,30210.39,35.15,3.88
2576,modern,95101,50744.44,8.0,1.41
2577,minimalist,95126,77486.34,26.6,2.71
2578,minimalist,95121,51277.04,32.96,2.59
2579,industrial,95118,37932.73,15.91,4.95
2580,vintage,95116,37117.26,64.42,0.69
2581,industrial,95105,42030.02,62.44,0.58
2582,minimalist,95107,62978.6,28.31,3.29
2583,industrial,95135,60210.92,26.2,3.44
2584,art gallery,95116,31895.1,34.1,0.97
2585,modern,95103,78552.28,26.32,4.5
2586,minimalist,95139,35991.85,92.25,4.0
2587,romantic,95127,50381.87,72.9,3.08
2588,modern,95122,55816.92,85.49,3.87
2589,modern,95131,61667.56,25.47,4.79
2590,industrial,95129,61824.99,89.56,4.65
2591,minimalist,95140,32699.65,12.02,1.38
2592,minimalist,95127,30101.53,88.17,1.69
2593,romantic,95122,51771.63,82.36,1.35
2594,industrial,95119,49887.07,88.31,2.87
2595,vintage,95101,74317.74,23.65,0.63
2596,art gallery,95124,72240.64,50.42,2.24
2597,romantic,95135,41349.84,56.18,4.01
2598,minimalist,95138,46264.12,90.85,1.68
2599,romantic,95119,35364.13,46.72,2.16
2600,vintage,95116,66207.18,40.95,1.38
2601,modern,95109,48254.72,89.19,0.51
2602,romantic,95128,33909.73,98.71,1.86
2603,art gallery,95117,35867.9,71.11,3.87
2604,art gallery,95102,52117.98,27.83,3.43
2605,romantic,95102,72209.5,74.94,3.49
2606,modern,95119,42276.88,8.62,3.7
2607,art gallery,95128,39999.35,32.16,2.73
2608,industrial,95113,66269.97,77.36,4.74
2609,romantic,95121,39764.63,87.6,3.22
2610,vintage,95140,66466.76,14.43,4.81
2611,vintage,95109,48731.25,14.76,0.63
2612,art gallery,95103,69771.43,47.91,4.82
2613,minimalist,95103,55873.25,13.22,1.82
2614,romantic,95105,64219.63,79.15,3.9
2615,minimalist,95112,50573.59,83.18,4.71
2616,minimalist,95118,58432.12,10.63,3.4
2617,industrial,95133,52157.77,99.18,4.72
2618,industrial,95112,49099.71,22.69,0.62
2619,minimalist,95111,60747.57,25.14,4.14
2620,industrial,95116,71655.6,88.78,3.98
2621,modern,95105,61819.33,11.41,0.46
2622,romantic,95129,53061.17,25.87,3.76
2623,modern,95127,67646.09,18.07,1.81
2624,modern,95101,58095.07,12.8,1.86
2625,art gallery,95116,79348.82,96.75,1.4
2626,minimalist,95148,31636.09,30.15,0.69
2627,modern,95123,52726.98,5.32,3.21
2628,romantic,95132,76726.13,18.15,2.06
2629,art gallery,95116,77527.45,15.53,3.23
2630,minimalist,95127,30315.65,18.19,2.33
2631,industrial,95111,59171.31,9.69,4.58
2632,art gallery,95106,42916.28,32.69,1.34
2633,minimalist,95126,54848.15,57.78,1.29
2634,industrial,95123,38836.24,27.0,0.77
2635,romantic,95104,74068.03,95.98,3.7
2636,vintage,95135,37495.06,66.74,3.12
2637,art gallery,95133,75989.41,30.06,0.02
2638,minimalist,95122,63772.35,81.07,1.35
2639,art gallery,95120,67810.8,13.96,4.64
2640,romantic,95106,33242.25,81.34,0.53
2641,vintage,95125,63250.49,65.6,1.18
2642,romantic,95133,72049.09,61.57,3.29
2643,art gallery,95140,63753.83,77.52,2.51
2644,industrial,95118,68267.18,45.03,4.65
2645,romantic,95118,34948.3,8.76,1.4
2646,industrial,95108,57160.68,62.51,3.46
2647,minimalist,95109,54289.93,44.36,3.16
2648,modern,95122,73664.2,38.29,3.45
2649,vintage,95120,53262.8,1.86,3.57
2650,minimalist,95128,74768.94,16.52,2.41
2651,industrial,95111,75201.17,64.17,3.85
2652,industrial,95124,75299.34,37.72,4.47
2653,minimalist,95134,75600.61,41.26,1.23
2654,art gallery,95104,59747.24,19.43,3.55
2655,romantic,95118,45496.31,95.28,3.11
2656,romantic,95139,73730.95,81.76,2.26
2657,art gallery,95131,56159.65,43.53,0.22
2658,vintage,95138,65022.27,46.91,2.03
2659,industrial,95140,62778.95,83.2,4.78
2660,minimalist,95140,36078.13,67.13,3.75
2661,romantic,95113,65081.35,63.26,2.3
2662,industrial,95121,73500.9,52.66,3.99
2663,minimalist,95101,53438.19,2.78,4.22
2664,modern,95123,42474.28,16.19,3.73
2665,modern,95139,53938.95,8.6,1.47
2666,romantic,95140,54078.47,17.64,1.05
2667,modern,95108,54958.65,93.87,3.66
2668,modern,95123,40531.24,24.39,3.69
2669,art gallery,95132,72733.61,31.39,4.69
2670,industrial,95122,51988.9,11.44,0.47
2671,romantic,95131,40619.02,87.78,1.57
2672,art gallery,95117,75221.5,33.02,1.41
2673,romantic,95131,74238.14,39.12,0.46
2674,art gallery,95102,56555.82,34.9,4.19
2675,modern,95104,30779.21,9.14,3.94
2676,modern,95118,37686.72,93.51,1.55
2677,art gallery,95116,79768.98,26.22,4.5
2678,modern,95135,44605.4,20.8,1.68
2679,art gallery,95125,45242.15,50.53,1.21
2680,modern,95128,41357.63,38.95,1.49
2681,art gallery,95138,54239.51,69.94,1.23
2682,vintage,95105,37784.72,57.23,0.97
2683,art gallery,95135,51982.42,40.21,2.58
2684,modern,95105,75900.29,69.67,4.84
2685,vintage,95133,48632.64,44.09,4.34
2686,art gallery,95118,46274.46,95.12,4.86
2687,art gallery,95133,37371.99,83.29,2.67
2688,industrial,95128,44961.26,12.72,2.24
2689,industrial,95113,30754.98,83.07,1.95
2690,industrial,95124,54225.11,37.74,2.64
2691,minimalist,95102,68941.5,39.13,1.4
2692,industrial,95119,45463.16,14.9,4.53
2693,romantic,95103,37614.64,24.08,3.73
2694,minimalist,95107,66107.78,44.47,2.99
2695,art gallery,95102,63057.75,20.57,2.9
2696,modern,95107,45700.25,64.61,1.95
2697,modern,95104,38533.65,11.65,1.05
2698,art gallery,95119,77343.82,27.82,1.61
2699,vintage,95127,31282.71,5.83,0.43
2700,industrial,95123,75506.31,56.21,0.68
2701,industrial,95111,35246.79,1.86,0.67
2702,industrial,95110,59708.0,57.51,4.56
2703,vintage,95109,33705.41,4.24,1.41
2704,vintage,95127,47372.2,87.99,0.07
2705,romantic,95104,52133.16,74.27,3.97
2706,minimalist,95136,44906.0,99.31,4.46
2707,art gallery,95136,40542.69,9.88,0.81
2708,romantic,95109,57287.37,37.61,4.17
2709,minimalist,95106,40040.1,91.03,4.97
2710,romantic,95148,58021.53,70.16,2.59
2711,art gallery,95132,54616.64,47.3,4.74
2712,minimalist,95133,31919.89,34.49,4.16
2713,industrial,95132,53515.87,91.24,1.17
2714,modern,95148,78291.46,81.14,1.57
2715,modern,95133,58913.1,42.57,0.56
2716,modern,95123,43451.07,14.67,0.13
2717,romantic,95118,33291.45,80.32,3.67
2718,art gallery,95136,42131.59,12.3,0.08
2719,minimalist,95120,75339.41,77.84,2.59
2720,art gallery,95125,57716.66,91.08,4.82
2721,industrial,95131,78799.11,33.17,2.98
2722,vintage,95113,46657.23,7.88,4.04
2723,vintage,95101,77831.77,60.93,3.73
2724,minimalist,95138,75597.06,20.52,0.49
2725,art gallery,95112,44773.65,83.53,2.57
2726,art gallery,95122,68906.4,19.94,2.82
2727,minimalist,95118,63741.26,94.68,4.15
2728,industrial,95124,45713.6,73.05,4.13
2729,modern,95106,67856.18,63.13,2.25
2730,modern,95108,46329.51,17.16,4.5
2731,minimalist,95106,33474.58,80.01,4.22
2732,vintage,95101,57615.96,62.3,2.08
2733,industrial,95129,40507.18,29.7,0.45
2734,modern,95129,53911.83,89.75,0.34
2735,romantic,95125,71290.36,50.85,1.1
2736,minimalist,95105,72861.83,16.88,2.81
2737,industrial,95134,62475.07,3.16,4.14
2738,industrial,95132,66053.45,46.3,2.27
2739,vintage,95117,62593.46,11.09,0.74
2740,industrial,95148,67894.68,33.15,3.8
2741,modern,95112,47700.81,34.53,3.85
2742,minimalist,95110,51815.81,63.07,4.24
2743,industrial,95123,45966.28,27.68,0.58
2744,art gallery,95139,54941.81,88.54,2.9
2745,modern,95118,76455.15,88.8,0.09
2746,modern,95111,41525.7,16.52,3.77
2747,romantic,95121,70591.9,85.21,4.23
2748,minimalist,95118,48564.29,48.64,0.6
2749,art gallery,95140,76893.08,2.7,1.93
2750,art gallery,95111,35320.16,53.34,4.59
2751,romantic,95123,51711.67,80.63,0.47
2752,modern,95124,32112.78,6.02,4.67
2753,vintage,95103,39868.97,61.52,3.2
2754,art gallery,95111,57290.54,65.02,4.23
2755,minimalist,95124,53925.31,95.97,4.79
2756,minimalist,95134,40362.19,78.56,4.63
2757,modern,95104,64565.74,6.05,1.91
2758,art gallery,95118,72362.78,21.29,0.89
2759,vintage,95109,64611.61,89.61,1.65
2760,industrial,95136,71497.38,67.03,4.77
2761,vintage,95128,76976.26,66.97,2.79
2762,art gallery,95123,77906.37,11.57,0.76
2763,romantic,95118,39793.72,86.22,4.48
2764,art gallery,95117,68894.36,82.42,0.58
2765,romantic,95101,73108.89,83.08,1.28
2766,vintage,95122,73305.18,55.27,3.55
2767,modern,95140,68702.66,71.74,3.21
2768,industrial,95102,30871.59,87.42,0.27
2769,modern,95118,65892.45,35.38,1.85
2770,minimalist,95123,48254.41,80.64,0.7
2771,vintage,95107,72808.39,31.12,1.5
2772,minimalist,95126,74785.76,93.42,1.63
2773,vintage,95139,70601.7,42.83,1.26
2774,vintage,95111,51545.6,90.28,0.81
2775,industrial,95121,65939.89,79.91,0.02
2776,art gallery,95122,44319.23,58.63,4.0
2777,romantic,95124,76446.4,54.44,1.03
2778,modern,95119,36586.54,13.65,1.86
2779,minimalist,95136,48929.27,67.05,1.13
2780,modern,95135,56601.96,92.57,3.49
2781,art gallery,95117,41905.91,39.58,2.89
2782,minimalist,95107,38691.7,5.25,0.1
2783,minimalist,95111,48722.44,65.0,4.07
2784,romantic,95111,45656.12,95.42,2.12
2785,art gallery,95107,63489.98,1.14,0.53
2786,modern,95135,73252.05,43.04,1.35
2787,minimalist,95105,45649.2,50.58,4.62
2788,art gallery,95135,72699.48,32.34,4.03
2789,modern,95106,63212.14,61.5,2.76
2790,romantic,95134,31704.61,79.7,2.93
2791,romantic,95122,38024.79,81.48,2.82
2792,vintage,95118,41357.73,86.94,4.17
2793,vintage,95112,42446.47,6.71,3.88
2794,minimalist,95125,59574.49,18.17,1.9
2795,modern,95105,69825.43,10.27,3.38
2796,vintage,95131,75999.92,80.82,4.42
2797,romantic,95135,63691.62,99.3,0.59
2798,romantic,95120,59727.71,63.14,2.35
2799,minimalist,95119,62170.2,7.18,3.86
2800,industrial,95101,42817.81,84.77,1.87
2801,minimalist,95119,39316.57,6.39,1.82
2802,modern,95111,67312.04,3.16,4.24
2803,art gallery,95104,37414.38,61.79,3.46
2804,industrial,95131,31884.11,57.95,1.83
2805,industrial,95135,50764.73,13.22,2.04
2806,vintage,95121,69660.95,65.02,3.99
2807,modern,95128,71736.03,84.92,2.53
2808,art gallery,95111,52947.36,2.43,4.77
2809,vintage,95119,54450.4,20.11,2.08
2810,vintage,95148,74057.38,19.32,2.22
2811,romantic,95109,74624.02,6.76,3.02
2812,modern,95122,77954.61,72.06,4.23
2813,modern,95138,40025.63,39.28,2.39
2814,modern,95139,43524.54,73.48,3.84
2815,modern,95134,44117.54,74.76,0.22
2816,art gallery,95134,44519.99,90.04,1.32
2817,vintage,95125,36181.02,12.39,3.7
2818,romantic,95133,57812.96,43.13,3.09
2819,modern,95148,44159.07,72.45,1.49
2820,industrial,95103,68676.01,37.82,2.43
2821,industrial,95103,44436.33,73.39,1.24
2822,modern,95110,40051.36,54.49,2.46
2823,industrial,95109,50074.83,61.52,1.5
2824,art gallery,95102,33925.96,78.73,2.3
2825,industrial,95128,64747.3,87.89,0.2
2826,art gallery,95136,42221.8,15.22,4.8
2827,romantic,95111,47956.45,36.28,2.23
2828,art gallery,95117,47273.44,52.7,1.07
2829,industrial,95140,65769.47,18.61,0.6
2830,industrial,95105,77106.81,10.42,1.24
2831,romantic,95136,52263.28,20.0,4.88
2832,industrial,95135,51482.11,7.65,1.74
2833,industrial,95102,62309.58,75.81,2.77
2834,industrial,95136,33856.52,43.62,4.45
2835,modern,95125,49499.66,42.94,0.08
2836,industrial,95122,33501.2,46.99,1.83
2837,industrial,95103,40495.92,67.22,3.58
2838,modern,95118,51614.76,70.13,1.24
2839,modern,95102,47366.26,21.41,4.92
2840,minimalist,95128,39845.33,26.22,1.15
2841,modern,95148,54045.15,75.52,2.82
2842,art gallery,95103,76566.81,69.97,1.61
2843,industrial,95132,41159.88,34.25,1.31
2844,vintage,95129,41876.81,96.9,1.97
2845,industrial,95110,73863.04,99.41,4.12
2846,vintage,95124,68466.02,90.31,1.81
2847,romantic,95118,58028.52,47.11,2.63
2848,modern,95133,41176.98,86.89,3.21
2849,minimalist,95131,77683.05,42.27,0.94
2850,romantic,95110,71465.63,82.6,3.24
2851,romantic,95124,62610.04,60.26,3.04
2852,art gallery,95110,36848.94,0.3,3.24
2853,modern,95138,71543.79,57.35,1.67
2854,minimalist,95132,74610.34,46.14,1.25
2855,minimalist,95116,34271.59,88.35,2.69
2856,art gallery,95106,32795.75,5.89,4.26
2857,industrial,95132,35290.57,25.35,0.1
2858,industrial,95124,72025.8,86.78,1.69
2859,minimalist,95107,63583.34,86.99,1.98
2860,art gallery,95109,53663.32,75.22,2.0
2861,minimalist,95148,42782.08,48.59,4.75
2862,art gallery,95103,57073.86,2.57,1.39
2863,art gallery,95106,32406.24,24.8,0.31
2864,modern,95131,69538.37,6.92,0.55
2865,art gallery,95140,79530.11,37.53,3.0
2866,art gallery,95131,76212.01,18.03,4.16
2867,romantic,95107,39310.75,53.74,4.32
2868,art gallery,95116,41201.87,69.14,3.82
2869,modern,95139,48672.31,24.09,3.8
2870,romantic,95132,73333.49,86.72,4.9
2871,minimalist,95127,76206.27,18.63,3.11
2872,minimalist,95135,70321.94,31.38,1.35
2873,art gallery,95136,78277.83,93.45,4.22
2874,romantic,95104,60250.23,60.54,4.81
2875,vintage,95133,79282.0,14.86,3.67
2876,industrial,95109,41952.34,94.31,2.55
2877,minimalist,95132,57003.28,67.27,4.0
2878,industrial,95128,63928.74,18.64,2.01
2879,art gallery,95133,49616.34,40.74,1.88
2880,minimalist,95121,58460.35,90.68,2.75
2881,modern,95117,61120.8,76.56,2.37
2882,industrial,95140,64956.34,66.72,1.13
2883,vintage,95110,41681.12,82.7,0.92
2884,romantic,95124,79077.13,10.14,2.94
2885,modern,95136,41353.85,36.75,3.28
2886,industrial,95118,52966.81,26.83,4.07
2887,romantic,95113,64016.07,82.48,1.63
2888,industrial,95101,53074.5,99.87,3.62
2889,vintage,95138,37577.36,29.1,0.04
2890,romantic,95109,41105.26,22.04,3.95
2891,art gallery,95122,76964.86,86.3,0.43
2892,vintage,95109,60462.61,52.05,2.27
2893,industrial,95127,74312.12,19.09,2.77
2894,art gallery,95118,44599.13,2.79,2.23
2895,minimalist,95140,76234.97,54.72,0.49
2896,romantic,95105,32669.32,54.1,0.03
2897,minimalist,95107,79968.12,72.56,1.72
2898,modern,95116,67803.49,71.79,3.89
2899,modern,95127,31898.01,41.71,1.12
2900,industrial,95136,52253.97,96.01,4.09
2901,art gallery,95101,40360.02,33.06,0.83
2902,minimalist,95106,48082.33,63.51,3.42
2903,modern,95140,69542.75,16.28,0.86
2904,art gallery,95105,55282.97,70.96,4.85
2905,vintage,95124,39172.55,57.48,4.46
2906,minimalist,95126,55351.21,36.05,0.62
2907,vintage,95118,66911.69,55.99,4.5
2908,modern,95135,31174.17,33.6,1.65
2909,industrial,95106,45924.66,98.53,4.52
2910,art gallery,95124,59716.02,84.95,1.06
2911,minimalist,95129,79192.29,49.45,2.44
2912,industrial,95122,71298.26,36.55,1.25
2913,minimalist,95112,73621.47,67.88,0.91
2914,industrial,95148,33992.45,92.22,3.66
2915,industrial,95116,71111.32,45.34,4.49
2916,art gallery,95112,40224.93,4.57,2.69
2917,industrial,95103,76362.41,82.96,3.46
2918,art gallery,95116,67549.52,26.72,2.48
2919,vintage,95133,58353.03,37.55,4.22
2920,vintage,95103,37909.97,61.56,1.58
2921,industrial,95148,45957.71,96.86,0.21
2922,romantic,95102,68471.52,50.13,2.41
2923,romantic,95127,75598.46,31.32,3.2
2924,modern,95128,35688.19,76.28,3.43
2925,romantic,95105,67557.43,12.18,4.02
2926,vintage,95125,62472.33,96.37,3.71
2927,romantic,95136,41407.11,47.95,1.28
2928,minimalist,95129,68142.84,67.61,3.81
2929,minimalist,95107,73094.19,56.93,4.81
2930,industrial,95119,37914.8,99.71,1.93
2931,minimalist,95110,76320.55,36.53,4.69
2932,vintage,95101,35559.71,20.27,3.91
2933,minimalist,95134,47863.67,67.55,3.53
2934,art gallery,95122,40120.61,39.75,0.84
2935,industrial,95126,32073.07,15.47,0.25
2936,modern,95136,50185.97,31.39,4.81
2937,industrial,95110,66433.72,12.42,0.65
2938,romantic,95136,64901.57,23.04,2.94
2939,art gallery,95133,32814.68,65.63,1.61
2940,modern,95101,65695.17,34.28,2.05
2941,vintage,95127,79212.54,92.15,3.26
2942,art gallery,95126,50701.63,76.17,2.48
2943,modern,95120,33402.83,16.9,4.69
2944,minimalist,95136,56628.99,23.38,3.53
2945,vintage,95134,71626.82,9.0,0.48
2946,romantic,95117,49978.35,91.58,0.82
2947,modern,95109,45564.73,10.09,3.31
2948,art gallery,95129,47298.81,39.89,2.99
2949,industrial,95135,54805.96,52.0,3.96
2950,minimalist,95135,37795.84,29.92,4.45
2951,art gallery,95123,30996.31,81.95,1.96
2952,vintage,95121,34569.31,79.74,1.77
2953,romantic,95133,78273.61,39.74,2.96
2954,modern,95110,30725.79,14.58,2.82
2955,modern,95125,57173.64,48.47,1.41
2956,minimalist,95131,41842.53,73.3,0.24
2957,industrial,95126,55979.33,31.4,2.51
2958,romantic,95133,30166.53,38.78,1.16
2959,minimalist,95126,42535.87,67.92,0.55
2960,art gallery,95111,78394.47,44.99,0.7
2961,vintage,95116,71733.3,13.37,1.14
2962,industrial,95139,45602.83,20.38,3.46
2963,minimalist,95123,45568.85,82.13,3.05
2964,art gallery,95122,43631.6,27.26,3.65
2965,industrial,95129,30079.48,62.2,3.83
2966,vintage,95109,64546.78,69.51,2.43
2967,minimalist,95106,44109.07,31.47,1.39
2968,industrial,95117,37103.06,67.71,0.08
2969,art gallery,95134,60177.78,77.8,2.54
2970,modern,95136,38538.01,29.11,4.58
2971,modern,95128,47922.04,68.7,1.54
2972,romantic,95124,53249.32,54.55,1.94
2973,romantic,95138,62796.52,52.3,3.53
2974,industrial,95129,79843.9,94.1,0.39
2975,romantic,95116,50943.32,16.62,1.67
2976,minimalist,95126,74256.14,27.73,2.98
2977,modern,95110,58679.14,48.51,4.14
2978,vintage,95116,68749.29,27.8,4.0
2979,minimalist,95122,74879.7,54.36,1.24
2980,industrial,95110,53125.24,71.76,4.0
2981,industrial,95119,74458.83,21.33,1.62
2982,art gallery,95140,46227.74,90.93,4.97
2983,romantic,95120,68788.9,5.56,0.24
2984,vintage,95111,45225.02,95.26,4.13
2985,art gallery,95121,39586.71,18.66,3.3
2986,industrial,95103,71902.74,71.96,0.85
2987,modern,95134,59057.22,97.34,3.68
2988,art gallery,95136,58463.34,22.6,1.83
2989,modern,95117,53507.32,51.72,1.42
2990,modern,95124,65345.69,67.66,3.56
2991,art gallery,95106,69081.33,57.34,0.23
2992,minimalist,95148,76581.3,18.09,2.89
2993,romantic,95119,40423.9,76.22,1.94
2994,vintage,95111,77006.38,91.38,2.26
2995,romantic,95106,58208.21,40.35,2.46
2996,vintage,95109,69322.83,24.35,4.88
2997,industrial,95122,42755.22,60.37,3.26
2998,vintage,95126,33905.01,90.89,1.27
2999,vintage,95124,48370.36,37.95,0.94
3000,modern,95104,62410.14,85.91,1.28
3001,minimalist,95112,78350.16,36.69,3.22
3002,minimalist,95117,63951.87,88.33,4.83
3003,art gallery,95124,70846.9,81.12,4.26
3004,art gallery,95148,55749.73,46.6,1.19
3005,industrial,95133,73808.17,93.71,1.29
3006,vintage,95139,56882.57,17.17,2.25
3007,minimalist,95103,58849.24,79.87,2.1
3008,vintage,95122,53518.41,95.77,4.33
3009,modern,95134,43305.15,54.07,1.74
3010,art gallery,95105,75899.59,44.02,0.13
3011,industrial,95127,48175.45,25.81,4.97
3012,industrial,95119,56637.82,35.91,4.33
3013,vintage,95125,73045.03,2.93,2.67
3014,art gallery,95112,53103.31,9.31,3.15
3015,minimalist,95126,37729.2,80.22,1.38
3016,minimalist,95107,68602.69,89.27,4.23
3017,modern,95136,36633.22,90.77,4.7
3018,romantic,95129,34236.09,49.25,3.28
3019,vintage,95133,60048.28,95.29,1.01
3020,modern,95133,53145.78,24.41,2.53
3021,romantic,95134,74002.28,5.19,3.93
3022,modern,95103,63422.93,99.22,4.52
3023,minimalist,95119,65826.25,29.53,1.0
3024,vintage,95120,51861.48,70.84,1.53
3025,vintage,95139,34035.19,57.15,3.01
3026,romantic,95125,63438.31,83.06,1.69
3027,minimalist,95125,46728.1,98.45,1.97
3028,romantic,95103,48775.59,62.85,4.71
3029,modern,95113,71248.05,71.23,4.52
3030,industrial,95127,44374.16,74.28,1.93
3031,minimalist,95140,40567.03,48.14,4.73
3032,modern,95138,67232.03,4.12,4.53
3033,industrial,95131,33305.96,3.23,1.11
3034,minimalist,95104,50541.88,7.13,4.52
3035,modern,95148,79748.68,97.83,3.22
3036,vintage,95102,41016.7,94.64,3.89
3037,romantic,95107,62417.93,31.65,4.34
3038,modern,95104,44527.27,16.34,0.15
3039,romantic,95125,50089.26,73.63,4.57
3040,art gallery,95132,57888.6,51.31,1.25
3041,vintage,95125,30475.06,78.35,3.0
3042,industrial,95116,55293.46,91.31,4.02
3043,modern,95135,57409.84,64.95,2.95
3044,romantic,95104,77330.02,90.72,1.57
3045,romantic,95122,64060.24,30.22,0.42
3046,vintage,95106,37167.05,83.08,3.4
3047,romantic,95123,75847.0,55.42,3.23
3048,industrial,95105,78625.88,92.66,4.45
3049,industrial,95120,55780.57,64.07,3.17
3050,industrial,95119,38752.47,9.35,0.2
3051,modern,95112,73993.6,59.12,4.15
3052,industrial,95139,37772.32,23.22,4.62
3053,art gallery,95101,42893.49,99.26,1.57
